policy,mode,repeat,event_ms,wall_ms
static_best_average,python_stream,0,2.3429439067840576,2.313212025910616
static_best_average,python_stream,1,2.2973759174346924,2.32825696002692
static_best_average,python_stream,2,2.2373759746551514,2.262672991491854
static_best_average,python_stream,3,2.20633602142334,2.3230790393427014
static_best_average,python_stream,4,2.258687973022461,2.2854249691590667
static_best_average,python_stream,5,2.2625279426574707,2.2204379783943295
static_best_average,python_stream,6,2.2710399627685547,2.254531951621175
static_best_average,python_stream,7,2.291327953338623,2.280808985233307
static_best_average,python_stream,8,2.3034238815307617,2.2651100298389792
static_best_average,python_stream,9,2.2672319412231445,2.2562940139323473
static_best_average,python_stream,10,2.2599680423736572,2.2817690623924136
static_best_average,python_stream,11,2.2147200107574463,2.270538010634482
static_best_average,python_stream,12,2.238208055496216,2.320452011190355
static_best_average,python_stream,13,2.1831040382385254,2.2332509979605675
static_best_average,python_stream,14,2.246079921722412,2.2589820437133312
static_best_average,python_stream,15,2.2646400928497314,2.2897640010342
static_best_average,python_stream,16,2.263808012008667,2.2402870235964656
static_best_average,python_stream,17,2.2613439559936523,2.2416310384869576
static_best_average,python_stream,18,2.2396481037139893,2.2404079791158438
static_best_average,python_stream,19,2.206847906112671,2.287446055561304
static_best_average,python_stream,20,2.257535934448242,2.2498390171676874
static_best_average,python_stream,21,2.2168641090393066,2.331161987967789
static_best_average,python_stream,22,2.2416319847106934,2.278932952322066
static_best_average,python_stream,23,2.2464959621429443,2.209856058470905
static_best_average,python_stream,24,2.242527961730957,2.2414790000766516
static_best_average,python_stream,25,2.2564799785614014,2.1943649044260383
static_best_average,python_stream,26,2.252511978149414,2.2272180067375302
static_best_average,python_stream,27,2.220639944076538,2.2460410837084055
static_best_average,python_stream,28,2.2352640628814697,2.212418941780925
static_best_average,python_stream,29,2.1610240936279297,2.289045020006597
static_best_average,python_stream,30,2.246527910232544,2.2649000165984035
static_best_average,python_stream,31,2.250272035598755,2.1651129936799407
static_best_average,python_stream,32,2.2398080825805664,2.2646130528301
static_best_average,python_stream,33,2.245759963989258,2.273799036629498
static_best_average,python_stream,34,2.238784074783325,2.2718539694324136
static_best_average,python_stream,35,2.2126080989837646,2.2709229961037636
static_best_average,python_stream,36,2.2150719165802,2.2662730189040303
static_best_average,python_stream,37,2.1614720821380615,2.2318209521472454
static_best_average,python_stream,38,2.241760015487671,2.261244924739003
static_best_average,python_stream,39,2.155424118041992,2.166343037970364
static_best_average,python_stream,40,2.25164794921875,2.173944958485663
static_best_average,python_stream,41,2.3064959049224854,2.260509063489735
static_best_average,python_stream,42,2.27728009223938,2.2718700347468257
static_best_average,python_stream,43,2.2370240688323975,2.1610880503430963
static_best_average,python_stream,44,2.2179200649261475,2.2816359996795654
static_best_average,python_stream,45,2.159712076187134,2.228231052868068
static_best_average,python_stream,46,2.2408640384674072,2.2891960106790066
static_best_average,python_stream,47,2.1825599670410156,2.186800935305655
static_best_average,python_stream,48,2.22761607170105,2.2670760517939925
static_best_average,python_stream,49,2.245408058166504,2.1621640771627426
static_best_average,cuda_graph_replay,0,2.1669440269470215,2.1594390273094177
static_best_average,cuda_graph_replay,1,2.138079881668091,2.14537198189646
static_best_average,cuda_graph_replay,2,2.1407361030578613,2.1444829180836678
static_best_average,cuda_graph_replay,3,2.166559934616089,2.1445549791678786
static_best_average,cuda_graph_replay,4,2.137631893157959,2.140277996659279
static_best_average,cuda_graph_replay,5,2.135711908340454,2.1432300563901663
static_best_average,cuda_graph_replay,6,2.137216091156006,2.1576930303126574
static_best_average,cuda_graph_replay,7,2.156831979751587,2.1418390097096562
static_best_average,cuda_graph_replay,8,2.1358718872070312,2.141930046491325
static_best_average,cuda_graph_replay,9,2.1408960819244385,2.1471419604495168
static_best_average,cuda_graph_replay,10,2.1481919288635254,2.159604919143021
static_best_average,cuda_graph_replay,11,2.1372480392456055,2.1466210018843412
static_best_average,cuda_graph_replay,12,2.13590407371521,2.1428620675578713
static_best_average,cuda_graph_replay,13,2.136768102645874,2.141067059710622
static_best_average,cuda_graph_replay,14,2.1367359161376953,2.167537109926343
static_best_average,cuda_graph_replay,15,2.137216091156006,2.1405459847301245
static_best_average,cuda_graph_replay,16,2.13590407371521,2.1391429472714663
static_best_average,cuda_graph_replay,17,2.1354238986968994,2.1385030122473836
static_best_average,cuda_graph_replay,18,2.134752035140991,2.1736290073022246
static_best_average,cuda_graph_replay,19,2.1348800659179688,2.138900919817388
static_best_average,cuda_graph_replay,20,2.1354238986968994,2.139899064786732
static_best_average,cuda_graph_replay,21,2.134495973587036,2.1403470309451222
static_best_average,cuda_graph_replay,22,2.15881609916687,2.1414760267362
static_best_average,cuda_graph_replay,23,2.135711908340454,2.144447062164545
static_best_average,cuda_graph_replay,24,2.1389119625091553,2.141545992344618
static_best_average,cuda_graph_replay,25,2.1343040466308594,2.1461310097947717
static_best_average,cuda_graph_replay,26,2.1712639331817627,2.141664968803525
static_best_average,cuda_graph_replay,27,2.1360321044921875,2.1418159594759345
static_best_average,cuda_graph_replay,28,2.1319680213928223,2.1419990807771683
static_best_average,cuda_graph_replay,29,2.1367359161376953,2.139780088327825
static_best_average,cuda_graph_replay,30,2.173952102661133,2.1400830009952188
static_best_average,cuda_graph_replay,31,2.1351358890533447,2.13995308149606
static_best_average,cuda_graph_replay,32,2.1370880603790283,2.140576019883156
static_best_average,cuda_graph_replay,33,2.1346240043640137,2.167496015317738
static_best_average,cuda_graph_replay,34,2.139039993286133,2.1395329385995865
static_best_average,cuda_graph_replay,35,2.139296054840088,2.1388359600678086
static_best_average,cuda_graph_replay,36,2.136320114135742,2.1394110517576337
static_best_average,cuda_graph_replay,37,2.1343040466308594,2.157844020985067
static_best_average,cuda_graph_replay,38,2.1364800930023193,2.140803961083293
static_best_average,cuda_graph_replay,39,2.138047933578491,2.1383239654824138
static_best_average,cuda_graph_replay,40,2.137631893157959,2.136633964255452
static_best_average,cuda_graph_replay,41,2.1358718872070312,2.177232992835343
static_best_average,cuda_graph_replay,42,2.14630389213562,2.1380139514803886
static_best_average,cuda_graph_replay,43,2.1354238986968994,2.1424670703709126
static_best_average,cuda_graph_replay,44,2.136512041091919,2.140125958248973
static_best_average,cuda_graph_replay,45,2.142335891723633,2.1613670978695154
static_best_average,cuda_graph_replay,46,2.135551929473877,2.143105026334524
static_best_average,cuda_graph_replay,47,2.1366400718688965,2.138915006071329
static_best_average,cuda_graph_replay,48,2.1371519565582275,2.1401159465312958
static_best_average,cuda_graph_replay,49,2.1542398929595947,2.1395219955593348
resource_aware,python_stream,0,2.6437439918518066,2.2057609166949987
resource_aware,python_stream,1,2.2426559925079346,2.2162600653246045
resource_aware,python_stream,2,2.379551887512207,2.191810985095799
resource_aware,python_stream,3,2.2535359859466553,2.186557976529002
resource_aware,python_stream,4,2.2453439235687256,2.1908320486545563
resource_aware,python_stream,5,2.2029759883880615,2.1841491106897593
resource_aware,python_stream,6,2.243936061859131,2.251769998110831
resource_aware,python_stream,7,2.1998400688171387,2.174585941247642
resource_aware,python_stream,8,2.208832025527954,2.2055599838495255
resource_aware,python_stream,9,2.2493441104888916,2.228252007625997
resource_aware,python_stream,10,2.282464027404785,2.1507720230147243
resource_aware,python_stream,11,2.243072032928467,2.190612955018878
resource_aware,python_stream,12,2.1989760398864746,2.157079055905342
resource_aware,python_stream,13,2.231519937515259,2.2103709634393454
resource_aware,python_stream,14,2.220031976699829,2.144844038411975
resource_aware,python_stream,15,2.1997759342193604,2.222205977886915
resource_aware,python_stream,16,2.137183904647827,2.264112001284957
resource_aware,python_stream,17,2.2488958835601807,2.249139011837542
resource_aware,python_stream,18,2.2468159198760986,2.254970953799784
resource_aware,python_stream,19,2.2047998905181885,2.18298495747149
resource_aware,python_stream,20,2.187040090560913,2.188017009757459
resource_aware,python_stream,21,2.185152053833008,2.227107994258404
resource_aware,python_stream,22,2.14083194732666,2.261035027913749
resource_aware,python_stream,23,2.2008960247039795,2.181189018301666
resource_aware,python_stream,24,2.180799961090088,2.2200579987838864
resource_aware,python_stream,25,2.2266879081726074,2.181240008212626
resource_aware,python_stream,26,2.1783359050750732,2.230362966656685
resource_aware,python_stream,27,2.1998720169067383,2.259019995108247
resource_aware,python_stream,28,2.140415906906128,2.18814704567194
resource_aware,python_stream,29,2.218111991882324,2.2119750501587987
resource_aware,python_stream,30,2.2622079849243164,2.224861062131822
resource_aware,python_stream,31,2.2034881114959717,2.17987596988678
resource_aware,python_stream,32,2.1956160068511963,2.220059046521783
resource_aware,python_stream,33,2.212575912475586,2.2544689709320664
resource_aware,python_stream,34,2.180000066757202,2.2166739217936993
resource_aware,python_stream,35,2.2422080039978027,2.2129849530756474
resource_aware,python_stream,36,2.263295888900757,2.2345089819282293
resource_aware,python_stream,37,2.27891206741333,2.2508529946208
resource_aware,python_stream,38,2.2423040866851807,2.1813480416312814
resource_aware,python_stream,39,2.2406399250030518,2.2689789766445756
resource_aware,python_stream,40,2.3654720783233643,2.2603789111599326
resource_aware,python_stream,41,2.278656005859375,2.2578800562769175
resource_aware,python_stream,42,2.1811840534210205,2.214777981862426
resource_aware,python_stream,43,2.2094719409942627,2.264488022774458
resource_aware,python_stream,44,2.2012479305267334,2.188464975915849
resource_aware,python_stream,45,2.2467200756073,2.150187036022544
resource_aware,python_stream,46,2.139807939529419,2.181681920774281
resource_aware,python_stream,47,2.2088639736175537,2.2415919229388237
resource_aware,python_stream,48,2.181407928466797,2.15236097574234
resource_aware,python_stream,49,2.1398720741271973,2.1974699338898063
resource_aware,cuda_graph_replay,0,2.2168960571289062,2.1479669958353043
resource_aware,cuda_graph_replay,1,2.141792058944702,2.1976790158078074
resource_aware,cuda_graph_replay,2,2.1555519104003906,2.1426629973575473
resource_aware,cuda_graph_replay,3,2.1345601081848145,2.999357064254582
resource_aware,cuda_graph_replay,4,2.643199920654297,2.60184402577579
resource_aware,cuda_graph_replay,5,2.614464044570923,3.011385095305741
resource_aware,cuda_graph_replay,6,2.1299519538879395,2.1365529391914606
resource_aware,cuda_graph_replay,7,2.6490559577941895,2.743687015026808
resource_aware,cuda_graph_replay,8,2.3447039127349854,2.144591067917645
resource_aware,cuda_graph_replay,9,2.1337599754333496,2.136944094672799
resource_aware,cuda_graph_replay,10,2.1312320232391357,3.140208893455565
resource_aware,cuda_graph_replay,11,2.1279680728912354,2.1420150296762586
resource_aware,cuda_graph_replay,12,2.134783983230591,2.1399279357865453
resource_aware,cuda_graph_replay,13,2.1339519023895264,2.1391819464042783
resource_aware,cuda_graph_replay,14,2.7811200618743896,3.0934190144762397
resource_aware,cuda_graph_replay,15,2.6790719032287598,2.1543469047173858
resource_aware,cuda_graph_replay,16,2.13372802734375,2.1383389830589294
resource_aware,cuda_graph_replay,17,2.1388800144195557,2.9146759770810604
resource_aware,cuda_graph_replay,18,2.687551975250244,2.6317329611629248
resource_aware,cuda_graph_replay,19,2.145535945892334,2.1383879939094186
resource_aware,cuda_graph_replay,20,2.1331520080566406,2.34147603623569
resource_aware,cuda_graph_replay,21,2.872096061706543,3.0634929426014423
resource_aware,cuda_graph_replay,22,2.1320960521698,2.3474349873140454
resource_aware,cuda_graph_replay,23,2.1325440406799316,2.1392389899119735
resource_aware,cuda_graph_replay,24,2.130079984664917,3.251506946980953
resource_aware,cuda_graph_replay,25,2.131135940551758,2.4415469961240888
resource_aware,cuda_graph_replay,26,2.132416009902954,2.879478968679905
resource_aware,cuda_graph_replay,27,2.130527973175049,3.114324063062668
resource_aware,cuda_graph_replay,28,2.142143964767456,2.9200600693002343
resource_aware,cuda_graph_replay,29,2.148672103881836,2.5758050614967942
resource_aware,cuda_graph_replay,30,2.6119680404663086,2.623299020342529
resource_aware,cuda_graph_replay,31,2.5926079750061035,2.717002062126994
resource_aware,cuda_graph_replay,32,2.136960029602051,2.4303679820150137
resource_aware,cuda_graph_replay,33,2.1323840618133545,2.138077048584819
resource_aware,cuda_graph_replay,34,3.1224000453948975,2.6782520581036806
resource_aware,cuda_graph_replay,35,2.333375930786133,2.144876983948052
resource_aware,cuda_graph_replay,36,2.135103940963745,2.9166359454393387
resource_aware,cuda_graph_replay,37,2.131648063659668,3.0406659934669733
resource_aware,cuda_graph_replay,38,2.6584320068359375,2.643879037350416
resource_aware,cuda_graph_replay,39,2.145951986312866,2.1391039481386542
resource_aware,cuda_graph_replay,40,2.139552116394043,2.7433520881459117
resource_aware,cuda_graph_replay,41,2.149888038635254,2.141576958820224
resource_aware,cuda_graph_replay,42,2.137887954711914,2.1366049768403172
resource_aware,cuda_graph_replay,43,2.1350080966949463,2.4333629989996552
resource_aware,cuda_graph_replay,44,2.1347200870513916,2.872532932087779
resource_aware,cuda_graph_replay,45,2.644256114959717,2.6121430564671755
resource_aware,cuda_graph_replay,46,2.147520065307617,2.505503944121301
resource_aware,cuda_graph_replay,47,2.1417601108551025,2.13849195279181
resource_aware,cuda_graph_replay,48,2.5874879360198975,2.724751946516335
resource_aware,cuda_graph_replay,49,2.1442880630493164,2.5099869817495346
